laptop_id,product_name,price,link,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Tần số quét,Chất liệu tấm nền,Công nghệ âm thanh,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Kích thước,Trọng lượng,Wi-Fi,Bluetooth,Khe đọc thẻ nhớ,Chất liệu,Chất liệu vỏ trên,Chất liệu vỏ dưới,Chất liệu vỏ màn hình,Loại màn hình,Hãng sản xuất,Nguồn,Chip AI
laptop-msi-stealth-a16-ai-a3xwfg-018vn-ryzen-ai-9,Msi Stealth A16 Ai A3xwfg 018vn Ryzen Ai 9,55.990.000đ,https://cellphones.com.vn/laptop-msi-stealth-a16-ai-a3xwfg-018vn-ryzen-ai-9.html,"NVIDIA GeForce RTX 5060, 8GB GDDR7AMD Graphics",32GB,DDR5 - 5600Mhz,2 khe (2 x 16GB),"1TB NVMe PCIe SSD Gen4x4 w/o DRAM, 2 khe đã sử dụng 1 khe",16 inches,Độ phủ màu 100% DCI-P3  (Typ.),4 cell / 99.9 Whr,Windows 11 Home SEA,2560 x 1600 pixels (2.5K),AMD Ryzen AI 9 HX 370 (Tốc độ CPU (Base): 2Ghz / Tốc độ CPU Tối đa (Turbo Boost): 5.1GHz / Bộ nhớ đệm: 24MB),1x Type-C (USB4 / DisplayPort/ Power Delivery 3.0/ Thunderbolt 4)2x Type-A USB3.2 Gen21x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)1x RJ45,240 Hz,Tấm nền Oled,Hi-RES Audio,"Bảo mật vân tay, Màn hình Oled, Wi-Fi 7",Bàn phím đèn nền RGB per Key Gaming,"Bảo mật vân tay, nhận diện khuôn mặt",IR FHD type (30fps@1080p) hỗ trợ HDR,355.8 x 259.7 x 19.95 mm (Dài x Rộng x Dày),2.1 kg,Intel Wi-Fi 7,Bluetooth 5,Không,Vỏ kim loại,Nhựa,Kim loại,Nhựa,,,,AMD Ryzen AI - 50 AI TOPS
laptop-asus-tuf-gaming-f16-fx608jmr-rv048w,Asus Tuf Gaming F16 Fx608jmr Rv048w,36.990.000đ,https://cellphones.com.vn/laptop-asus-tuf-gaming-f16-fx608jmr-rv048w.html,NVIDIA GeForce RTX 5060 8GB GDDR7 115W (100W+15W)Intel UHD Graphics,32GB,DDR5-5600 SO-DIMM,"Máy nguyên bản 16GB, được tặng 16GB, nâng cấp tối đa 32GB","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,"Độ sáng 300 nitsĐộ phủ màu NTSC 72.00%, SRGB 100.00%, Adobe 75.35%Màn hình chống chóiG-Sync","90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)",1x Cổng LAN RJ451x Thunderbolt 4 hỗ trợ DisplayPort / G-SYNC (40Gbps)1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / cung cấp điện (10Gbps)3x USB 3.2 Gen 2 Type-A (10Gbps)1x HDMI 2.1 FRL1x Giắc cắm âm thanh kết hợp 3.5mm,165 Hz,Tấm nền IPS,Công nghệ chống ồn AIDolby AtmosChứng nhận Hi-Res (cho tai nghe),"Wi-Fi 6, Nhận diện khuôn mặt, MUX Switch",Bàn phím Chiclet có đèn nền RGB 1 vùng Với phím Copilot,Mật khẩu quản trị viên BIOS và bảo vệ mật khẩu người dùngMô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera IR FHD 1080P cho Windows Hello,35.4 x 26.9 x 1.79 ~ 2.73 cm (Dài x Rộng x Dày),2.20 kg,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,,,,,,,,,
laptop-hp-victus-16-s0143ax-9q990pa,Hp Victus 16 S0143ax 9q990pa,22.990.000đ,https://cellphones.com.vn/laptop-hp-victus-16-s0143ax-9q990pa.html,NVIDIA GeForce RTX 4050 6 GB GDDR6,32GB,DDR5-5600 MHz,2 khe (2 x 16GB),512 GB PCIe Gen4 NVMe Performance M.2 SSD,16.1 inches,Màn hình chống chóiĐộ sáng 250 nitsĐộ phủ màu 45% NTSC,"4-cell, 70 Wh Li-ion polymer",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"AMD Ryzen 5 7640HS (up to 5.0 GHz max boost clock, 16 MB L3 cache, 6 lõi, 12 luồng)","1x USB Type-A 5Gbps (HP Sleep and Charge)1x USB Type-C 5Gbps (USB Power Delivery, DisplayPort 1.4a, HP Sleep and Charge)2x USB Type-A 5Gbps1x HDMI 2.11x RJ-451x AC smart pin1x bộ tai nghe/micrô",144 Hz,Tấm nền IPS,Âm thanh của B&OLoa képHP Audio Boost,"Viền màn hình siêu mỏng, Wi-Fi 6","Bàn phím kích thước đầy đủ, có đèn nền RGB 1 vùng, màu xám đá mặt trăng với bàn phím số",Màn trập riêng tư của camera; Hỗ trợ Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera HP True Vision 1080p FHD có chức năng giảm nhiễu tạm thời và micrô kỹ thuật số mảng kép tích hợp,36.9 x 25.94 x 2.29 cm (mặt trước)36.9 x 25.94 x 2.39 cm (mặt sau),2.33 kg,Realtek Wi-Fi 6 (2x2),Bluetooth	v5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-lenovo-yoga-slim-7-14imh9-83cv00ahvn,Lenovo Yoga Slim 7 14imh9 83cv00ahvn,23.990.000đ,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14imh9-83cv00ahvn.html,Intel Arc Graphics,16GB,LPDDR5x-7467,Onboard (Không nâng cấp),"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,Độ sáng 400nitsĐộ phủ màu 100% DCI-P3EyesafeDolby VisionDisplayHDR True Black 500,"65Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024",1920 x 1200 pixels (WUXGA),"Intel Core Ultra 5 125H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.5GHz, 18MB","1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Luôn bật2x USB-C (Thunderbolt 4 / USB4 40Gbps), với USB PD 3.1 và DisplayPort 1.41x HDMI 2.1, lên đến 4K/60Hz1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)",60 Hz,Tấm nền Oled,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3306Loa stereo, 2W x4được tối ưu hóa với Dolby AtmosBộ khuếch đại (AMP)","Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled",,Firmware TPM 2.0,"FHD 1080p + IR với màn trập điện tử, cảm biến ToF",312 x 221 x 14.9 mm (Dài x Rộng x Dày),1.39 kg,"Wi-Fi 6E, 802.11ax 2x2",Bluetooth 5.3,,Vỏ kim loại,Nhôm,Nhôm,,,,,"Integrated Intel AI Boost, up to 11 TOPS"
laptop-acer-swift-lite-14-ai-sfl14-51m-78xz,Acer Swift Lite 14 Ai Sfl14 51m 78xz,20.790.000đ,https://cellphones.com.vn/laptop-acer-swift-lite-14-ai-sfl14-51m-78xz.html,Intel Graphics,16GB,DDR5 5600 MT/s,"2 khe (2 x 8GB, nâng cấp tối đa 32GB)",512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB),14 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSCAcer ComfyView LED-backlit TFT LCD,58Whr 3-cell 65W PD Type-C Adapter,Windows 11 Home SL,1920 x 1200 pixels (FullHD+),"Intel Core Ultra 7 155U (12 lõi / 14 luồng, 3.8 GHz, 4.8 GHz, 12 MB Intel Smart Cache)","1x USB Type-C3x USB-A1x Khe cắm microSD lên đến 512 GB (tương thích SDXC, tương thích exFAT)1x HDMI 1.4 port hỗ trợ HDCP1 x Headphone/speaker jack",60 Hz,Tấm nền IPS,Hai loa stereo tích hợpHai micro kỹ thuật số tích hợp,Wi-Fi 6,,"BIOS user, supervisor, HDD passwords, Kensington lock",Camera FHD,314.4 x 221.9 x 17.5 mm (W x D x H),1.27 kg,Intel Wireless Wi-Fi 6 AX201,Bluetooth 5.1,Có,Vỏ nhựa - nắp lưng kim loại,,,,,,,
laptop-lenovo-ideapad-slim-3-15irh10-83k1002pvn,Lenovo Ideapad Slim 3 15irh10 83k1002pvn,18.490.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15irh10-83k1002pvn.html,Intel UHD Graphics,16GB,DDR5-4800,"2 khe (8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800, tối đa 24GB (8GB Onboard + 16GB SO-DIMM))","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",15.1 inches,Độ sáng 500nitsĐộ phủ màu 100% DCI-P3DisplayHDR True Black 600,"60Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",2560 x 1600 (WQXGA),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.21x HDMI 1.41x giắc cắm kết hợp tai nghe / micrô (3.5 mm)1x đầu đọc thẻ SD1x đầu nối nguồn",165 Hz,Tấm nền Oled,"Loa stereo, 2W x2Dolby AudioÂm thanh độ nét cao (HD)","Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled","Backlit, English",Firmware TPM 2.0 EnabledMàn trập riêng tư của cameraCamera hồng ngoại cho Windows Hello (nhận dạng khuôn mặt),FHD 1080p + IR với Màn trập camera,343.4 x 239.5 x 16.9-17.9 mm (Dài x Rộng x Dày),1.49 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,,,Nhôm,Nhựa,Nhôm,,,,
laptop-asus-vivoboook-s-14-oled-s5406ma-pp198ws,Asus Vivoboook S 14 Oled S5406ma Pp198ws,24.990.000đ,https://cellphones.com.vn/laptop-asus-vivoboook-s-14-oled-s5406ma-pp198ws.html,Intel Arc Graphics,16GB,LPDDR5X Onboard,,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 400nitsĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3VESA CERTIFIED Display HDR True Black 6001.07 tỷ màuÁnh sáng xanh ít gây hại hơn 70%,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 HomeMicrosoft Office Home & Student 2021,2880 x 1800 pixels,"Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads)",2x USB 3.2 Gen 1 Type-A2x Thunderbolt 4 (display / power delivery)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio JackĐầu đọc thẻ Micro SD,120Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô tích hợpMicrô mảng tích hợpharman/kardon (Chính thống),"Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled",Bàn phím Chiclet có đèn nền RGB 1 vùng không có phím sốCó phím Copilot,McAfee dùng thử miễn phí 30 ngàyWebcam IR hỗ trợ Windows HelloMcAfeeMật khẩu người dùng thiết lập BIOSMô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows HelloCó màn trập riêng tư,31.05 x 22.19 x 1.39 ~ 1.59 cm (W x H x D),1.30 kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,Có,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,Intel AI Boost NPU
laptop-acer-aspire-lite-15-al15-72p-581v,Acer Aspire Lite 15 Al15 72p 581v,14.490.000đ,https://cellphones.com.vn/laptop-acer-aspire-lite-15-al15-72p-581v.html,Intel UHD Graphics,16GB,DDR5 Up to 4800 MT/s,"2 khe (1 x 16GB, nâng cấp tối đa 64GB)",512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB),15.6 inches,Màn hình LCD TFT đèn nền LED Acer ComfyViewGóc nhìn rộngĐộ phủ màu NTSC 45%Độ sáng 250nits,Pin Li-ion 3 cell 58WhBộ đổi nguồn AC 90W,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"Intel Core i5-13500H (12 lõi / 16 luồng, Tần số Turbo tối đa của E-core : 3.5 GHz, Tần số Turbo tối đa của P-core : 4.7 GHz, 18 MB Intel Smart Cache)","1x USB Type-C đầy đủ chức năng3x USB 3.2 Gen 1Cổng HDMI 1.4 hỗ trợ HDCPGiắc cắm DC-inThẻ nhớ microSD lên đến 512 GB (tương thích SDXC, tương thích exFAT)Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp",60 Hz,Tấm nền IPS,Hai loa stereo tích hợpHai micro kỹ thuật số tích hợp,Wi-Fi 6,Không,"Người dùng BIOS, giám sát, mật khẩu ổ cứng, khóa Kensington, màn trập camera",Camera FHD Camera MISC 2M FHD Camera_CTE,357.5 x 229.1 x 19.9 - 19.9 mm (Dài x Rộng x Dày),1.79 kg,Intel Wireless Wi-Fi 6 AX201,Bluetooth 5.1,Có,Vỏ nhựa,Nhựa,Nhựa,,,,,
laptop-acer-aspire-lite-16-al16-51p-72s2,Acer Aspire Lite 16 Al16 51p 72s2,15.690.000đ,https://cellphones.com.vn/laptop-acer-aspire-lite-16-al16-51p-72s2.html,Intel Iris Xe Graphics,24GB,DDR5 4800 MT/s,"2 khe (Máy nguyên bản 16GB, được tặng 8GB, nâng cấp tối đa 64GB)","512GB PCIe NVMe SSD (Hỗ trợ khe cắm SSD M.2, nâng cấp tối đa 2TB SSD)",16 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSCMàn hình LCD TFT đèn nền LED ComfyView của AcerGóc nhìn rộng lên đến 170 độ,Li-ion Battery 58Whr 3-cell 65W PD Type-C Adapter,Windows 11 Home SL,1920 x 1200 pixels (FullHD+),"Intel Core i7-1255U (10 lõi / 12  luồng, 3.5 GHz, turbo boost 4.7 GHz, 12 MB Intel Smart Cache)","1x USB Type-C (DisplayPort / Sạc)3x USB-A Gen 11x HDMI 1.4 port với HDCP1x Giắc cắm tai nghe/loa 3,5 mm, hỗ trợ tai nghe có micrô tích hợpThẻ nhớ microSD lên tới 512 GB (tương thích SDXC, tương thích exFAT)",60 Hz,Tấm nền IPS,Hai loa stereo tích hợpHai micrô kỹ thuật số tích hợp,Wi-Fi 6,,"BIOS user, supervisor, HDD passwords",FHD Camera,357.6 x 247 x 18.9 mm (W x D x H),1.8 kg,Wi-Fi 6 AX201,Bluetooth 5.1,Có,Vỏ nhựa,Nhựa,Nhựa,,,,,
laptop-asus-vivobook-s-14-oled-m5406wa-pp071ws,Asus Vivobook S 14 Oled M5406wa Pp071ws,30.390.000đ,https://cellphones.com.vn/laptop-asus-vivobook-s-14-oled-m5406wa-pp071ws.html,AMD Radeon 890M Graphics,32GB,LPDDR5X Onboard,,1TB M.2 NVMe PCIe 4.0 SSD (1x M.2 2280 PCIe 3.0x4),14 inches,Độ sáng tối đa HDR 600nitsĐộ phủ màu DCI-P3 100%1.000.000:1Màn hình HDR True Black 600 ĐÃ CHỨNG NHẬN VESA1.07 tỷ màuĐược PANTONE xác thựcMàn hình bóngGiảm 65% ánh sáng xanh có hại,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home + OFFICE,2880 x 1800 pixels,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",1x USB 3.2 Gen 1 Type-C (Display / Sạc)2x USB 3.2 Gen 1 Type-A1x USB 4.0 Gen 3 Type-C (Display / Sạc)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio JackMicro SD card reader,120 Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô mảng tích hợpharman/kardon (Mainstream)có hỗ trợ Cortana,"Wi-Fi 6, Nhận diện khuôn mặt, Màn hình Oled","Bàn phím Chiclet có đèn nền RGB 1 vùng không có phím số, hành trình phím 1.7mm, bàn di chuột, có phím Copilot",Mô-đun nền tảng đáng tin cậy (Phần mềm TPM)Bộ xử lý bảo mật Microsoft PlutonMcAfeeCamera hồng ngoại có hỗ trợ Windows Hello,Camera FHD có chức năng IR hỗ trợ Windows HelloVới màn trập riêng tư,31.05 x 22.19 x 1.39 ~ 1.59 cm (W x D x H),1.30 kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,Có,,,,,,,,AMD XDNA NPU up to 50TOPS
laptop-acer-gaming-predator-helios-neo-16-ai-phn16-73-757w,Acer Gaming Predator Helios Neo 16 Ai Phn16 73 757w,52.990.000đ,https://cellphones.com.vn/laptop-acer-gaming-predator-helios-neo-16-ai-phn16-73-757w.html,"NVIDIA GeForce RTX 5060 với 8 GB VRAM GDDR7 chuyên dụng, hỗ trợ 3328 lõi NVIDIA CUDA",32GB,DDR5 Up to 6400 MT/s,"2 khe (1 x 32GB, nâng cấp tối đa 96GB)",1TB PCIe NVMe SED SSD (Up to 4TB PCIe Gen4 NVMe SSD​),16 inches,Độ sáng 500 nitsĐộ phủ màu DCI-P3 100%Màn hình LCD TFT đèn nền LED Acer ComfyViewTương thích Nvidia Advanced OptimusGóc nhìn rộngThiết kế siêu mỏng,Pin Li-ion 4 cell 90WhBộ đổi nguồn AC 230W,Windows 11 Home Single Language,2560 x 1600 pixels (2K),"Intel Core Ultra 7 255HX (20 lõi / 20 luồng, Efficient-core Max Turbo Frequency : 4.5 GHz, Performance-core Max Turbo Frequency : 5.2 GHz, 30MB Cache)",2x USB Type-C (DP / Thunderbolt 4 / Sạc / DC-in)1x USB Type-C (10Gbps / DP / Sạc / DC-in)3x USB-A1x HDMI 2.1 hỗ trợ HDCP1x Ethernet (RJ-45)1x Thẻ nhớ microSD (tương thích SDXC)1x DC-in1x Giắc cắm tai nghe/loa 3.5mm,240 Hz,Tấm nền Oled,DTS X:Ultra AudioDAC SNR caoCông nghệ Acer Purified.VoiceTương thích với Cortana bằng giọng nóiCông nghệ Acer TrueHarmonyChứng nhận Âm thanh Độ phân giải Cao của JAS,Wi-Fi 6,4-zone RGB Lighting,"Người dùng BIOS, giám sát Giải pháp Mô-đun nền tảng đáng tin cậy (TPM) phần sụn 1 Khóa Kensington",Video HD 1080p ở tốc độ 60 khung hình/giây với tính năng Giảm nhiễu theo thời gian,356.78 x 275.5 x 13.47/23.90 mm (Dài x Rộng x Dày),2.7 kg,Killer Wireless Wi-Fi 6E 1675i,Bluetooth 5.4,Có,Vỏ nhựa - nắp lưng kim loại,,,,,,,572 TOPS
laptop-dell-vostro-3520-f0v0v256,Dell Vostro 3520 F0v0v256,10.990.000đ,https://cellphones.com.vn/laptop-dell-vostro-3520-f0v0v256.html,Intel Iris Xe Graphics,8GB,DDR4,2 khe SODIMM (Nâng cấp tối đa 16GB),256 GB SSD NVMe PCIe,15.6 inches,Độ phủ màu NTSC 45%Màn hình chống chói,,Free OS,1920 x 1080 pixels (FullHD),"Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)","1x RJ45 Ethernet2x USB 3.2 Gen 11x USB 3.2 Gen 11x USB 3.2 Gen 1 Type-C (DisplayPort 1.4)1x USB 2.01x HDMI 1.41x USB 3.2 Gen 1 Type-C với DisplayPort 1.41x Khe cắm thẻ SD1x Bộ đổi nguồn AC 65 W, 4,5 mm",60 Hz,,,,,,HD webcam,16.96 - 18.99 x 358.50 x 235.56 mm (H x W x D),1.90 kg,Có,Có,Có,Vỏ nhựa,,,,,,,
laptop-gigabyte-gaming-a16-ga6h-cmhh2vn893sh,Gigabyte Gaming A16 Ga6h Cmhh2vn893sh,22.690.000đ,https://cellphones.com.vn/laptop-gigabyte-gaming-a16-ga6h-cmhh2vn893sh.html,"NVIDIA GeForce RTX 4050 (6GB of GDDR6 SDRAM, Bus Width: 96)Intel UHD Graphics",16GB,DDR5 5200MHz,"2 khe (1 x 16GB, hỗ trợ nâng cấp tối da 64GB)","512GB SSD1 PCIe (M.2 2280) Gen4x42x M.2 SSD slots (Supports 2x PCIe NVMe M.2 SSD, Up to 4TB)",16 inches,Màn hình chống chóiĐộ phủ màu 45% NTSC,4 Cell Int (76.1Wh),Windows 11 Home Single Language 64-bit,1920 x 1200 pixels (FullHD+),Intel Core i5-13420H (8 lõi) - Max Turbo Frequency: 4.60 GHz,"1 x USB 2.0 Type-A2 x USB 3.2 Gen 1 Type-A1 x USB 3.2 Gen 1 Type-C (hỗ trợ Power Delivery/DisplayPort)1 x HDMI, 1 x RJ45 (LAN)1 x giắc cắm âm thanh kết hợp Tai nghe/Micrô1 x SSD2 PCIe (M.2 2280)",165 Hz,Tấm nền IPS,Realtek High Definition Audio,"Wi-Fi 6, MUX Switch",LED,"Mật khẩu quản trị viên, Mật khẩu người dùng, Khởi động an toàn, Chế độ hệ thống, fTPM 2.0",Camera HD Gigabyte với micro mảng,35.83 x 26.25 x 1.945 ~ 2.299 cm (Dài x Rộng x Dày),2.212 kg,Intel Wi-Fi 6E (802.11ax 2x2),Bluetooth 5.3,Không,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-msi-katana-15-b13vfk-2099vn,Msi Katana 15 B13vfk 2099vn,29.990.000đ,https://cellphones.com.vn/laptop-msi-katana-15-b13vfk-2099vn.html,GeForce RTX 4060 8GB GDDR6,32GB,DDR5 5200Mhz,2 khe (2 x 16GB),1TB M.2 PCIe NVMe Solid State Drive2 khe PCIe 2280; Đã sử dụng 1 khe,15.6 inches,Độ phủ màu 45% NTSC,3 cell / 53.5 Whr,Windows 11 Home SEA,1920 x 1080 pixels (FullHD),Intel Core i7-13620H Tốc độ CPU (Base): 1.8Ghz Tốc độ CPU Tối đa (Turbo Boost): 4.9GHz Bộ nhớ đệm: 24MB,1x Type-C (USB3.2 Gen1 / DisplayPort)2x Type-A USB3.2 Gen11x Type-A USB2.01x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)1x RJ45,144 Hz,Tấm nền IPS,Hi-RES Audio,Wi-Fi 6,RGB,Mật khẩu,HD (30fps@720p),359 x 259 x 24.9 mm (Dài x Rộng x Dày),2.25 kg,Intel Killer Wi-Fi 6E,Bluetooth 5,Không,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-asus-zenbook-s-14-oled-ux5406sa-pv140ws,Asus Zenbook S 14 Oled Ux5406sa Pv140ws,41.990.000đ,https://cellphones.com.vn/laptop-asus-zenbook-s-14-oled-ux5406sa-pv140ws.html,Intel Arc Graphics,32GB,LPDDR5X Onboard,,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,Thời gian phản hồi 0.2msĐộ sáng tối đa 500nits HDRĐộ phủ màu 100% DCI-P3Display HDR True Black 5001.07 tỷ màuGiảm ánh sáng xanh 70%TÜV Rheinland-certifiedSGS Eye Care Display,"72WHrs, 2S2P, 4-cell Li-ion",Windows 11 HomeMicrosoft Office Home & Student 2021 + Microsoft 365 Basic,2880 x 1800 pixels,"Intel Core Ultra 7-258V 32GB 1.8 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 8 luồng)",1x USB 3.2 Gen 2 Type-A2x Thunderbolt 4 (display / Sạc)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack,120 Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô mảng tích hợpharman/kardon (Cao cấp),"Nhận diện khuôn mặt, Màn hình Oled, Wi-Fi 7",Bàn phím Chiclet có đèn nền với phím Copilot,Webcam IR hỗ trợ Windows HelloBộ xử lý bảo mật Microsoft PlutonMô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello,31.03 x 21.47 x 1.19 ~ 1.29 cm (W x H x D),1.20 kg,Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,"Intel AI Boost NPU lên đến 47 TOPs, tổng hiệu năng AI lên đến 120 TOPS"
laptop-asus-vivobook-s16-s3607va-rp056w,Asus Vivobook S16 S3607va Rp056w,18.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607va-rp056w.html,Intel UHD Graphics,16GB,DDR5,"2 khe (8GB DDR5 Onboard + 8GB DDR5 SO-DIMM, Có thể nâng cấp; Cần tháo vỏ dưới/trên)",512GB M.2 NVMe PCIe 4.0 SSD,16 inches,Màn hình chống chóiĐộ sáng 300nitsĐộ phủ màu 45% NTSC,"70WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)2x USB 3.2 Gen 1 Type-C hỗ trợ hiển thị/cấp nguồn (tốc độ dữ liệu lên đến 5Gbps)1x HDMI 1.41x Giắc cắm âm thanh kết hợp 3.5mm,144Hz,Tấm nền IPS,Loa tích hợpMicrô mảng tích hợp,"Wi-Fi 6, Nhận diện khuôn mặt",Bàn phím Chiclet có đèn nền với phím số,Webcam hồng ngoại hỗ trợ Windows HelloMcAfeeBảo vệ mật khẩu người dùng khi khởi động BIOSMô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello; Có màn trập riêng tư,35.70 x 25.06 x 1.59 ~ 1.79 cm (Dài x Rộng x Dày),1.70 kg,Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.3,,Vỏ nhựa - nắp lưng kim loại,Nhựa,Nhôm,Nhôm,,,,
laptop-lenovo-ideapad-flex-5-14abr8-82xx00dlvn,Lenovo Ideapad Flex 5 14abr8 82xx00dlvn,17.490.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-flex-5-14abr8-82xx00dlvn.html,AMD Radeon Graphics,16GB,LPDDR5x-8448,Không nâng cấp,"Ổ cứng SSD 512GB M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD, Một khe cắm M.2 2242 PCIe 3.0 x4)",14 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSCTÜV Low Blue Light,52.5Wh,"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"AMD Ryzen 7 7730U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)","2x USB-A (USB 5Gbps)1x USB-C (USB 10Gbps), với USB PD 3.0 và DisplayPort 1.41x HDMI 1.4b1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)1x đầu đọc thẻ SD1x đầu nối nguồn",60Hz,Tấm nền IPS,,"Wi-Fi 6, Màn hình cảm ứng, Bảo mật vân tay, Xoay gập 360 độ (2 in 1)","Backlit, English",,FHD 1080p với Màn trập riêng tư,313.1 x 224.9 x 17.8 mm (Dài x Rộng x Dày),1.55 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.3,Có,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
